      4458990005388621952    9.0586    8.7117    8.6333    8.9737    9.6992    9.0578    8.7162    8.6237    8.7803    8.8684    9.2352    8.3155    0.9197                    OK       0
      1208515290704236032    8.4955    6.6323    6.3298    7.4097   10.7701    8.5423    6.5884    6.2968    7.0420    7.6150    8.7014    6.5686    2.1328                    OK       0
        71049724129117568    8.3141    7.7080    7.5868    8.1103    9.6262    8.3186    7.7147    7.5847    7.8103    8.0320    8.5843    7.3223    1.2620                    OK       0
       300268314784686464    8.7492    8.5729    8.6100    8.7529    9.3230    8.7496    8.5760    8.6211    8.5926    8.6112    8.9138    8.1281    0.7856                    OK       0
      1284721994948665216    8.4474    7.5580    7.3965    8.0864   10.2927    8.4515    7.5629    7.3614    7.7305    8.0203    8.7515    7.1927    1.5588                    OK       0
      1275876252107941888    9.1132    8.3523    8.1875    8.8288   10.6739    9.1104    8.3607    8.1686    8.4983    8.7275    9.3954    7.9365    1.4589                    OK       0
       731253779217024640   10.3069   10.1377   10.1814   10.3092   10.7811   10.3124   10.1386   10.2131   10.1656   10.1017   10.3872    9.6383    0.7489                    OK       0
       955962241512224384    9.0037    8.7844    8.7740    8.9835    9.5674    9.0034    8.7877    8.7857    8.8208    8.7177    9.0568    8.1883    0.8685                    OK       0
      2065901676227318272   10.2662   10.0101   10.0105   10.2348   10.9275   10.2736   10.0146   10.0269   10.0485   10.0906   10.4241    9.5802    0.8439                    OK       0
      2075007556661946880   10.2876   10.1955   10.2382   10.3172   10.6990   10.2871   10.1957   10.2704   10.2018    9.9451   10.2265    9.4850    0.7414                    OK       0
       778947814402602752    8.6359    7.2494    6.9030    7.9377   10.8392    8.6388    7.2356    6.8182    7.6197    7.9127    8.9820    6.8779    2.1042                    OK       0
       491805851686912000   10.1190    9.9068    9.9019   10.1111   10.7503   10.1243    9.9091    9.9115    9.9434    9.7113   10.0743    9.1635    0.9108                    OK       0
       558748070956581248    9.9012    9.7531    9.7974    9.8976   10.2496    9.9015    9.7547    9.8214    9.7761    9.8100   10.0452    9.4008    0.6443                   OK        0
      4258375617747092864    8.7932    7.9100    7.7409    8.4406   10.6335    8.7948    7.9150    7.7045    8.0907    8.2696    9.0284    7.4209    1.6074                    OK       0
      2658240166703766016   10.2193   10.0633   10.1032   10.2170   10.6209   10.2210   10.0637   10.1310   10.0824   10.0837   10.3383    9.6585    0.6798                    OK       0
      1011379899590855936   12.1326   11.9849   12.1594   12.1597   12.5616   12.1614   11.9839   12.2205   12.0091   11.9729   12.2198   11.5625    0.6574                    OK       0
      3920615854833203328   10.1639   10.0049   10.0466   10.1641   10.6068   10.1644   10.0060   10.0654   10.0256   10.0210   10.2822    9.5888    0.6934                    OK       0
      3699954179060804864    9.6122    9.4448    9.4822    9.6028    9.9965    9.6120    9.4488    9.4983    9.4738    9.5262    9.7677    9.1120    0.6557                    OK       0
      4565784161044390656   11.3134   11.1522   11.2189   11.3295   11.8336   11.3319   11.1524   11.2464   11.1778   11.0994   11.4012   10.6218    0.7795                    OK       0
      2722849325377392384   10.3439   10.1787   10.2217   10.3414   10.7616   10.3513   10.1778   10.2506   10.2046   10.2453   10.5059    9.8131    0.6928                    OK       0
      1848170611255790848   10.5699   10.4135   10.4637   10.5785   11.0688   10.5690   10.4174   10.4963   10.4337   10.3608   10.6478    9.8967    0.7510                    OK       0
      1800518563283501440   10.0618    9.9074    9.9447   10.0635   10.4872   10.0675    9.9090    9.9748    9.9300    9.9239   10.1838    9.4893    0.6944                    OK       0
      1946297900868982016   11.2792   11.0670   11.1002   11.2789   11.9437   11.2760   11.0731   11.1188   11.1033   10.7826   11.1581   10.2266    0.9315                    OK       0
      1001659495247619584   10.3534   10.2643   10.3421   10.3820   10.7210   10.3536   10.2660   10.3768   10.2726   10.1713   10.4124    9.7625    0.6499                    OK       0
      1032197606073957888    9.8303    9.7758    9.8392    9.8750   10.2020    9.8333    9.7798    9.8652    9.7780    9.5691    9.8214    9.1425    0.6789                    OK       0
      4165370682239910144   10.6037   10.2943   10.2656   10.5417   11.1840   10.6128   10.2982   10.2802   10.3524   10.3521   10.7024    9.8135    0.8889                    OK       0
      2203746967971153024   10.4741   10.2364   10.2567   10.4504   11.0886   10.4745   10.2408   10.2784   10.2723   10.1547   10.5012    9.6305    0.8708                    OK       0
       523313040665475968   11.4725   10.9758   10.8584   11.3338   12.5336   11.4891   10.9826   10.8300   11.0790   11.2308   11.7146   10.5816    1.1330                    OK       0
      2249054333150693504   11.1659   10.7223   10.6560   11.0633   12.3415   11.1722   10.7305   10.6614   10.8018   10.9689   11.4290   10.3471    1.0820                    OK       0
      3939515154043771392   12.2237   12.1227   12.3146   12.2704   12.6424   12.2243   12.1260   12.3766   12.1331   12.0414   12.2955   11.6229    0.6726                    OK       0
      3362648956829186816   10.6665   10.4920   10.5450   10.6597   11.0596   10.6754   10.4928   10.5781   10.5245   10.5732   10.8257   10.1570    0.6688                    OK       0
